SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
ABSLFTQLRG,Aditya Birla Sun Life Mutual Fund -  FTP - Ser QL (1099 days) - RPG,MF,17-JUL-2018,10,1,INF209KB1SQ8,10
ABSLFTQLRN,Aditya Birla Sun Life Mutual Fund -  FTP - Ser QL (1099 days) - R PNDP,MF,17-JUL-2018,10,1,INF209KB1SR6,10
ABSLFTQLRQ,Aditya Birla Sun Life Mutual Fund - FTP - Ser QL (1099 days) - RPQDP,MF,17-JUL-2018,10,1,INF209KB1SS4,10
ABSLFTQMDG,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-DPG,MF,19-JUL-2018,10,1,INF209KB1TF9,10
ABSLFTQMDN,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-DPNDP,MF,19-JUL-2018,10,1,INF209KB1TG7,10
ABSLFTQMDQ,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-DPQDP,MF,19-JUL-2018,10,1,INF209KB1TH5,10
ABSLFTQMRG,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-RPG,MF,19-JUL-2018,10,1,INF209KB1TC6,10
ABSLFTQMRN,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-RPNDP,MF,19-JUL-2018,10,1,INF209KB1TD4,10
ABSLFTQMRQ,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Sr QM (1100 days)-RPQDP,MF,19-JUL-2018,10,1,INF209KB1TE2,10
ABSLFTQNDG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPG,MF,25-JUL-2018,10,1,INF209KB1TL7,10
ABSLFTQNDQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPQDP,MF,25-JUL-2018,10,1,INF209KB1TN3,10
ABSLFTQNRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPG,MF,25-JUL-2018,10,1,INF209KB1TI3,10
ABSLFTQNRN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPNDP,MF,25-JUL-2018,10,1,INF209KB1TJ1,10
ABSLFTQODG,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr QO (1100 days) DPG,MF,27-JUL-2018,10,1,INF209KB1TR4,10
ABSLFTQODQ,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr QO (1100 days) DPQDP,MF,27-JUL-2018,10,1,INF209KB1TT0,10
ABSLFTQORG,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr QO (1100 days) RPG,MF,27-JUL-2018,10,1,INF209KB1TO1,10
ABSLFTQORN,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr QO (1100 days) RPNDP,MF,27-JUL-2018,10,1,INF209KB1TP8,10
ABSLFTQORQ,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr QO (1100 days) RPQDP,MF,27-JUL-2018,10,1,INF209KB1TQ6,10
ABSLFTQPDG,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP DP-G,MF,02-AUG-2018,10,1,INF209KB1TX2,10
ABSLFTQPDN,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP DP-NDP,MF,02-AUG-2018,10,1,INF209KB1TY0,10
ABSLFTQPDQ,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP DP-QDP,MF,02-AUG-2018,10,1,INF209KB1TZ7,10
ABSLFTQPRG,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP RP-G,MF,02-AUG-2018,10,1,INF209KB1TU8,10
ABSLFTQPRN,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP RP-NDP,MF,02-AUG-2018,10,1,INF209KB1TV6,10
ABSLFTQPRQ,Aditya Birla Sun Life Mutual Fund - Series QP (1100 days) FTP  RP-QDP,MF,02-AUG-2018,10,1,INF209KB1TW4,10
ABSLFTQQDG,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days)  DP-G,MF,04-SEP-2018,10,1,INF209KB1VH1,10
ABSLFTQQDN,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days) DP-NDP,MF,04-SEP-2018,10,1,INF209KB1VI9,10
ABSLFTQQDQ,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days) DP-QDP,MF,04-SEP-2018,10,1,INF209KB1VJ7,10
ABSLFTQQRG,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days) RP-G,MF,04-SEP-2018,10,1,INF209KB1VE8,10
ABSLFTQQRN,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days) RP-NDP,MF,04-SEP-2018,10,1,INF209KB1VF5,10
ABSLFTQQRQ,Aditya Birla Sun Life MF - ABSL FTP Series QQ (1100 days) RP-QDP,MF,04-SEP-2018,10,1,INF209KB1VG3,10
ABSLFTQRDG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPG,MF,12-OCT-2018,10,1,INF209KB1XJ3,10
ABSLFTQRDN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPNDP,MF,12-OCT-2018,10,1,INF209KB1XK1,10
ABSLFTQRDQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPQDP,MF,12-OCT-2018,10,1,INF209KB1XL9,10
ABSLFTQRRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPG,MF,12-OCT-2018,10,1,INF209KB1XG9,10
ABSLFTQRRN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPNDP,MF,12-OCT-2018,10,1,INF209KB1XH7,10
ABSLFTQRRQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPQDP,MF,12-OCT-2018,10,1,INF209KB1XI5,10
ABSLFTQSDG,Aditya Birla Sun Life Fixed Term Plan - DPG,MF,01-AUG-2018,10,1,INF209KB1UD2,10
ABSLFTQSDN,Aditya Birla Sun Life Fixed Term Plan - DPNDP,MF,01-AUG-2018,10,1,INF209KB1UE0,10
ABSLFTQSRG,Aditya Birla Sun Life Fixed Term Plan - RPG,MF,01-AUG-2018,10,1,INF209KB1UA8,10
ABSLFTQTDG,Aditya Birla Sun Life MF-Aditya Birla Sun Life FTP-Sr.QT(1100)-DPG,MF,10-AUG-2018,10,1,INF209KB1UJ9,10
ABSLFTQTDN,Aditya Birla Sun Life MF-Aditya Birla Sun Life FTP-Sr.QT(1100)-DPNDP,MF,10-AUG-2018,10,1,INF209KB1UK7,10
ABSLFTQTRG,Aditya Birla Sun Life MF-Aditya Birla Sun Life FTP-Sr.QT(1100)-RPG,MF,10-AUG-2018,10,1,INF209KB1UG5,10
ABSLFTQTRN,Aditya Birla Sun Life MF-Aditya Birla Sun Life FTP-Sr.QT(1100)-RPNDP,MF,10-AUG-2018,10,1,INF209KB1UH3,10
ABSLFTQUDG,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-DPG,MF,14-AUG-2018,10,1,INF209KB1UP6,10
ABSLFTQUDN,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-DPNDP,MF,14-AUG-2018,10,1,INF209KB1UQ4,10
ABSLFTQUDQ,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-DPQDP,MF,14-AUG-2018,10,1,INF209KB1UR2,10
ABSLFTQURG,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-RPG,MF,14-AUG-2018,10,1,INF209KB1UM3,10
ABSLFTQURN,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-RPNDP,MF,14-AUG-2018,10,1,INF209KB1UN1,10
ABSLFTQURQ,Aditya Birla Sun Life Fixed Term Plan-Series QU (1100)-RPQDP,MF,14-AUG-2018,10,1,INF209KB1UO9,10
ABSLFTQVDG,Aditya Birla Sun Life Fixed Term Plan - DPG,MF,23-AUG-2018,10,1,INF209KB1UV4,10
ABSLFTQVDN,Aditya Birla Sun Life Fixed Term Plan - DPNDP,MF,23-AUG-2018,10,1,INF209KB1UW2,10
ABSLFTQVDQ,Aditya Birla Sun Life Fixed Term Plan - DPQDP,MF,23-AUG-2018,10,1,INF209KB1UX0,10
ABSLFTQVRG,Aditya Birla Sun Life Fixed Term Plan - RPG,MF,23-AUG-2018,10,1,INF209KB1US0,10
ABSLFTQVRN,Aditya Birla Sun Life Fixed Term Plan - RPNDP,MF,23-AUG-2018,10,1,INF209KB1UT8,10
ABSLFTQVRQ,Aditya Birla Sun Life Fixed Term Plan - RPQDP,MF,23-AUG-2018,10,1,INF209KB1UU6,10
ABSLFTQWDG,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) DP-G,MF,23-AUG-2018,10,1,INF209KB1VB4,10
ABSLFTQWDN,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) DP-NDP,MF,23-AUG-2018,10,1,INF209KB1VC2,10
ABSLFTQWDQ,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) DP-QDP,MF,23-AUG-2018,10,1,INF209KB1VD0,10
ABSLFTQWRG,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) RP-G,MF,23-AUG-2018,10,1,INF209KB1UY8,10
ABSLFTQWRN,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) RP-NDP,MF,23-AUG-2018,10,1,INF209KB1UZ5,10
ABSLFTQWRQ,Aditya Birla Sun Life Mutual Fund - FMP Series QW (1099 days) RP-QDP,MF,23-AUG-2018,10,1,INF209KB1VA6,10
ABSLFTQXDG,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days) DP-G,MF,31-AUG-2018,10,1,INF209KB1VN9,10
ABSLFTQXDN,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days) DP-NDP,MF,31-AUG-2018,10,1,INF209KB1VO7,10
ABSLFTQXDQ,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days)DP-QDP,MF,31-AUG-2018,10,1,INF209KB1VP4,10
ABSLFTQXRG,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days) RP-G,MF,31-AUG-2018,10,1,INF209KB1VK5,10
ABSLFTQXRN,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days) RP-NDP,MF,31-AUG-2018,10,1,INF209KB1VL3,10
ABSLFTQXRQ,Aditya Birla Sun Life MF-ABSL FTP-Series QX (1103 days) RP-QDP,MF,31-AUG-2018,10,1,INF209KB1VM1,10
ABSLFTQYDG,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) DP-G,MF,05-SEP-2018,10,1,INF209KB1VT6,10
ABSLFTQYDN,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) DP-NDP,MF,05-SEP-2018,10,1,INF209KB1VU4,10
ABSLFTQYDQ,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) DP-QDP,MF,05-SEP-2018,10,1,INF209KB1VV2,10
ABSLFTQYRG,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) RP-G,MF,05-SEP-2018,10,1,INF209KB1VR0,10
ABSLFTQYRN,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) RP-NDP,MF,05-SEP-2018,10,1,INF209KB1VQ2,10
ABSLFTQYRQ,Aditya Birla Sun Life MF - ASBL FTP Series QY (1100 days) RP-QDP,MF,05-SEP-2018,10,1,INF209KB1VS8,10
ABSLFTRADG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPG,MF,19-SEP-2018,10,1,INF209KB1WF3,10
ABSLFTRADN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPNDP,MF,19-SEP-2018,10,1,INF209KB1WG1,10
ABSLFTRADQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP- DPQDP,MF,19-SEP-2018,10,1,INF209KB1WH9,10
ABSLFTRARG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPG,MF,19-SEP-2018,10,1,INF209KB1WC0,10
ABSLFTRARN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPNDP,MF,19-SEP-2018,10,1,INF209KB1WD8,10
ABSLFTRARQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPQDP,MF,19-SEP-2018,10,1,INF209KB1WE6,10
ABSLFTRCDG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPG,MF,26-SEP-2018,10,1,INF209KB1WR8,10
ABSLFTRCDN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPNDP,MF,26-SEP-2018,10,1,INF209KB1WS6,10
ABSLFTRCDQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-DPQDP,MF,26-SEP-2018,10,1,INF209KB1WT4,10
ABSLFTRCRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPG,MF,26-SEP-2018,10,1,INF209KB1WO5,10
ABSLFTRCRN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPNDP,MF,26-SEP-2018,10,1,INF209KB1WP2,10
ABSLFTRCRQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPQDP,MF,26-SEP-2018,10,1,INF209KB1WQ0,10
ABSLFTRDDG,Aditya Birla Sun Life MF-ABSL FTP - Sr.RD (1293 D) - DP-G,MF,01-OCT-2018,10,1,INF209KB1WX6,10
ABSLFTRDDN,Aditya Birla Sun Life MF-ABSL FTP - Sr.RD (1293 D) - DP-NDP,MF,01-OCT-2018,10,1,INF209KB1WY4,10
ABSLFTRDRG,Aditya Birla Sun Life MF-ABSL FTP - Sr.RD (1293 D) - RP-G,MF,01-OCT-2018,10,1,INF209KB1WU2,10
ABSLFTRDRN,Aditya Birla Sun Life MF-ABSL FTP - Sr.RD (1293 D) - RP-NDP,MF,01-OCT-2018,10,1,INF209KB1WV0,10
ABSLFTRDRQ,Aditya Birla Sun Life MF-ABSL FTP - Sr.RD (1293 D) -RP-QDP,MF,01-OCT-2018,10,1,INF209KB1WW8,10
ABSLFTREDG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-DPG,MF,04-OCT-2018,10,1,INF209KB1XD6,10
ABSLFTREDN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-DPNDP,MF,04-OCT-2018,10,1,INF209KB1XE4,10
ABSLFTREDQ,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-DPQDP,MF,04-OCT-2018,10,1,INF209KB1XF1,10
ABSLFTRERG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-RPG,MF,04-OCT-2018,10,1,INF209KB1XA2,10
ABSLFTRERN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-RPNDP,MF,04-OCT-2018,10,1,INF209KB1XB0,10
ABSLFTRERQ,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr.RE 1100 day-RPQDP,MF,04-OCT-2018,10,1,INF209KB1XC8,10
ABSLFTRHDG,Aditya Birla Sun Life Mutual Fund-Aditya Birla Sun Life FTP-DPG,MF,24-OCT-2018,10,1,INF209KB1YB8,10
ABSLFTRHDN,Aditya Birla Sun Life Mutual Fund- Aditya Birla Sun Life FTP-DPNDP,MF,24-OCT-2018,10,1,INF209KB1YC6,10
ABSLFTRHDQ,Aditya Birla Sun Life Mutual Fund- Aditya Birla Sun Life FTP-DPQDP,MF,24-OCT-2018,10,1,INF209KB1YD4,10
ABSLFTRHRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life FTP-RPG,MF,24-OCT-2018,10,1,INF209KB1XY2,10
ABSLFTRHRN,Aditya Birla Sun Life Mutual Fund-Aditya Birla Sun Life FTP-RPNDP,MF,24-OCT-2018,10,1,INF209KB1XZ9,10
ABSLFTRHRQ,Aditya Birla Sun Life Mutual Fund- Aditya Birla Sun Life FTP-RPQDP,MF,24-OCT-2018,10,1,INF209KB1YA0,10
ABSLFTRIDG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RI (1100 day)-DPG,MF,06-NOV-2018,10,1,INF209KB1YK9,10
ABSLFTRIDN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RI(1100 day)-DPDP,MF,06-NOV-2018,10,1,INF209KB1YL7,10
ABSLFTRIRG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RI (1100 day)-RPG,MF,06-NOV-2018,10,1,INF209KB1YI3,10
ABSLFTRIRN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RI(1100 day)-RPDP,MF,06-NOV-2018,10,1,INF209KB1YJ1,10
ABSLFTRLDG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,06-NOV-2018,10,1,INF209KB1YS2,10
ABSLFTRLRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,06-NOV-2018,10,1,INF209KB1YQ6,10
ABSLFTRLRN,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,06-NOV-2018,10,1,INF209KB1YR4,10
ABSLFTRNDG,Aditya Birla Sun Life Mutual Fund - ABSLFMP - Sr RN (1240 days) DPG,MF,21-NOV-2018,10,1,INF209KB1ZA7,10
ABSLFTRNDN,Aditya Birla Sun Life Mutual Fund - ABSLFMP - Sr RN (1240 days) DPNDP,MF,21-NOV-2018,10,1,INF209KB1ZB5,10
ABSLFTRNRG,Aditya Birla Sun Life Mutual Fund - ABSLFMP - Sr RN (1240 days) RPG,MF,21-NOV-2018,10,1,INF209KB1YY0,10
ABSLFTRNRN,Aditya Birla Sun Life Mutual Fund - ABSLFMP - Sr RN (1240 days) RPNDP,MF,21-NOV-2018,10,1,INF209KB1YZ7,10
ABSLFTRODG,Aditya Birla Sun Life Fixed Term Plan - Series RO (1241 days)-DP-GP,MF,28-NOV-2018,10,1,INF209KB1ZW1,10
ABSLFTRORG,Aditya Birla Sun Life Fixed Term Plan - Series RO (1241 days)-RP- DPP,MF,28-NOV-2018,10,1,INF209KB1ZU5,10
ABSLFTRORN,Aditya Birla Sun Life Fixed Term Plan - Series RO (1241 days) - RP-P,MF,28-NOV-2018,10,1,INF209KB1ZV3,10
ABSLFTRPDG,Aditya Birla Sun Life Fixed Term Plan - Series RP (1239 days)-DP-GP,MF,04-DEC-2018,10,1,INF209KB1ZS9,10
ABSLFTRPDN,Aditya Birla Sun Life Fixed Term Plan - Series RP(1239 days)-DP-DPP,MF,04-DEC-2018,10,1,INF209KB1ZT7,10
ABSLFTRPRG,Aditya Birla Sun Life Fixed Term Plan - Series RP(1239 days)-RP-GP,MF,04-DEC-2018,10,1,INF209KB1ZQ3,10
ABSLFTRPRN,Aditya Birla Sun Life Fixed Term Plan - Series RP(1239 days) -RP- DPP,MF,04-DEC-2018,10,1,INF209KB1ZR1,10
ABSLFTRQDG,Aditya Birla Sun Life MF - ABSL FTP-Sr. RQ (1103 days) DP-Growth,MF,07-DEC-2018,10,1,INF209KB1ZO8,10
ABSLFTRQDN,Aditya Birla Sun Life MF - ABSL FTP-Sr. RQ (1103 days)  DP-DP,MF,07-DEC-2018,10,1,INF209KB1ZP5,10
ABSLFTRQRG,Aditya Birla Sun Life MF - ABSL FTP-Sr. RQ (1103 days) RP-Growth,MF,07-DEC-2018,10,1,INF209KB1ZM2,10
ABSLFTRQRN,Aditya Birla Sun Life MF - ABSL FTP-Sr. RQ (1103 days) RP-DP,MF,07-DEC-2018,10,1,INF209KB1ZN0,10
ABSLFTRRDG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RR(1240 D)-DPGO,MF,13-DEC-2018,10,1,INF209KB1A05,10
ABSLFTRRDN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RR(1240 D)-DPDPO,MF,13-DEC-2018,10,1,INF209KB1A13,10
ABSLFTRRRG,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RR(1240 D)-RPGO,MF,13-DEC-2018,10,1,INF209KB1ZY7,10
ABSLFTRRRN,Aditya Birla SunLife MF-Aditya Birla SunLife FTP-Sr RR(1240 D)-RPDPO,MF,13-DEC-2018,10,1,INF209KB1ZZ4,10
ABSLFTRUDG,Aditya Birla Sun Life MF - ABSL FTP- Sr. RU (1225 days)-DP-DP,MF,27-DEC-2018,10,1,INF209KB1B38,10
ABSLFTRUDN,Aditya Birla Sun Life MF - ABSL FTP- Sr. RU (1225 days)-DP-G,MF,27-DEC-2018,10,1,INF209KB1B20,10
ABSLFTRURG,Aditya Birla Sun Life MF - ABSL FTP- Sr. RU (1225 days)- RP-G,MF,27-DEC-2018,10,1,INF209KB1B04,10
ABSLFTRURN,Aditya Birla Sun Life MF - ABSL FTP- Sr. RU (1225 days)-RP-DP,MF,27-DEC-2018,10,1,INF209KB1B12,10
ABSLFTRVDG,Aditya Birla Sun Life Fixed Term Plan-Series RV-DP-GO,MF,28-DEC-2018,10,1,INF209KB1B61,10
ABSLFTRVDN,Aditya Birla Sun Life Fixed Term Plan-Series RV-DP-DPO,MF,28-DEC-2018,10,1,INF209KB1B79,10
ABSLFTRVRG,Aditya Birla Sun Life Fixed Term Plan-Series RV-RP-GO,MF,28-DEC-2018,10,1,INF209KB1B46,10
ABSLFTRVRN,Aditya Birla Sun Life Fixed Term Plan-Series RV-RP-DPO,MF,28-DEC-2018,10,1,INF209KB1B53,10
ABSLFTRWDG,Aditya Birla Sun Life FTP - Series RW (1202 days)-DP-GO,MF,03-JAN-2019,10,1,INF209KB1C11,10
ABSLFTRWDN,Aditya Birla Sun Life FTP - Series RW (1202 days)-DP-DPO,MF,03-JAN-2019,10,1,INF209KB1C29,10
ABSLFTRWRG,Aditya Birla Sun Life FTP - Series RW (1202 days)-RP-GO,MF,03-JAN-2019,10,1,INF209KB1B95,10
ABSLFTRXDG,Aditya Birla Sun Life FTP - Series RX (1200 days) - DP-GO,MF,15-JAN-2019,10,1,INF209KB1C52,10
ABSLFTRXDN,Aditya Birla Sun Life FTP - Series RX (1200 days) - DP-DPO,MF,15-JAN-2019,10,1,INF209KB1C60,10
ABSLFTRXRG,Aditya Birla Sun Life FTP - Series RX (1200 days) - RP-GO,MF,15-JAN-2019,10,1,INF209KB1C37,10
ABSLFTRXRN,Aditya Birla Sun Life FTP - Series RX (1200 days) - RP-DPO,MF,15-JAN-2019,10,1,INF209KB1C45,10
ABSLFTRYDG,Aditya Birla Sun Life FTP - Series RY (1199 days)-DP-GO,MF,10-JAN-2019,10,1,INF209KB1C94,10
ABSLFTRYDN,Aditya Birla Sun Life FTP - Series RY (1199 days)-DP-DPO,MF,10-JAN-2019,10,1,INF209KB1D02,10
ABSLFTRYRG,Aditya Birla Sun Life FTP - Series RY (1199 days)-RP-GO,MF,10-JAN-2019,10,1,INF209KB1C78,10
ABSLFTRYRN,Aditya Birla Sun Life FTP - Series RY (1199 days)-RP-DPO,MF,10-JAN-2019,10,1,INF209KB1C86,10
ABSLFTSADG,Aditya Birla Sun Life FTP - Series SA (1180 days) - DP-GO,MF,25-JAN-2019,10,1,INF209KB1D77,10
ABSLFTSADN,Aditya Birla Sun Life FTP - Series SA (1180 days)-DP-DPO,MF,25-JAN-2019,10,1,INF209KB1D85,10
ABSLFTSARG,Aditya Birla Sun Life FTP - Series SA (1180 days)-RP-GO,MF,25-JAN-2019,10,1,INF209KB1D51,10
ABSLFTSARN,Aditya Birla Sun Life FTP - Series SA (1180 days)-RP-DPO,MF,25-JAN-2019,10,1,INF209KB1D69,10
ABSLFTSFDG,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Series SF (1161 days)-DPGO,MF,21-FEB-2019,10,1,INF209KB1G90,10
ABSLFTSFDN,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Series SF (1161 days)-DPDPO,MF,21-FEB-2019,10,1,INF209KB1H08,10
ABSLFTSFRG,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Series SF (1161 days)-RPGO,MF,21-FEB-2019,10,1,INF209KB1G74,10
ABSLFTSFRN,Aditya Birla Sun Life Mutual Fund-ABSLFTP-Series SF (1161 days)-RPDPO,MF,21-FEB-2019,10,1,INF209KB1G82,10
ABSLFTSGDG,Aditya Birla Sun Life Mutual Fund-ABSL FTP - Sr SG (1155 days) DPGO,MF,28-FEB-2019,10,1,INF209KB1H73,10
ABSLFTSGDN,Aditya Birla Sun Life Mutual Fund-ABSL FTP - Sr SG (1155 days) DPDPO,MF,28-FEB-2019,10,1,INF209KB1H81,10
ABSLFTSGRG,Aditya Birla Sun Life Mutual Fund-ABSL FTP - Sr SG (1155 days) RPGO,MF,28-FEB-2019,10,1,INF209KB1H57,10
ABSLFTSGRN,Aditya Birla Sun Life Mutual Fund-ABSL FTP - Sr SG (1155 days) RPDPO,MF,28-FEB-2019,10,1,INF209KB1H65,10
ABSLFTSIDD,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,13-MAR-2019,10,1,INF209KB1L02,10
ABSLFTSIDG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,13-MAR-2019,10,1,INF209KB1K94,10
ABSLFTSIRD,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,13-MAR-2019,10,1,INF209KB1K86,10
ABSLFTSIRG,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Fixed Term P,MF,13-MAR-2019,10,1,INF209KB1K78,10
ABSLFTSJDD,Aditya Birla Sun Life Fixed Term Plan-Series SJ (1135D)-DP-DPO,MF,20-MAR-2019,10,1,INF209KB1L44,10
ABSLFTSJDG,Aditya Birla Sun Life Fixed Term Plan-Series SJ (1135D)-DP-GO,MF,20-MAR-2019,10,1,INF209KB1L36,10
ABSLFTSJRD,Aditya Birla Sun Life Fixed Term Plan-Series SJ (1135D)-RP-DPO,MF,20-MAR-2019,10,1,INF209KB1L28,10
ABSLFTSJRG,Aditya Birla Sun Life Fixed Term Plan-Series SJ (1135D)-RP-GO,MF,20-MAR-2019,10,1,INF209KB1L10,10
ABSLFTSKDD,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days)DP-DPO,MF,28-MAR-2019,10,1,INF209KB1L85,10
ABSLFTSKDG,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days)DP-GO,MF,28-MAR-2019,10,1,INF209KB1L77,10
ABSLFTSKRD,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days)RP-DPO,MF,28-MAR-2019,10,1,INF209KB1L69,10
ABSLFTSKRG,Aditya Birla Sun Life Fixed Term Plan - Series SK (1128 days)RP-GO,MF,28-MAR-2019,10,1,INF209KB1L51,10
ABSLFTSLDD,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr SL (1120 days)-DPDPO,MF,03-APR-2019,10,1,INF209KB1M27,10
ABSLFTSLDG,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr SL (1120 days)-DPGO,MF,03-APR-2019,10,1,INF209KB1M19,10
ABSLFTSLRD,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr SL (1120 days)-RPDPO,MF,03-APR-2019,10,1,INF209KB1M01,10
ABSLFTSLRG,Aditya Birla Sun Life Mutual Fund - ABSLFTP - Sr SL (1120 days)-RPGO,MF,03-APR-2019,10,1,INF209KB1L93,10
ABSLFTSNDG,Aditya Birla Sun Life Fixed Term Plan - Series SN(1099D)-DP-GO,MF,14-MAY-2019,10,1,INF209KB1M92,10
